id,mold,eside,eback,efront,ematerial,ebathtype,elength,m1,m2,m3,m4,m5,m6,m7,m8,backA,backB,backC,backD,backK,back-cx,back-cy,back-cz,back-planarity,frontA,frontB,frontC,frontD,frontK,front-cx,front-cy,front-cz,front-planarity,bottomA,bottomB,bottomC,bottomD,bottomK,bottom-cx,bottom-cy,bottom-cz,bottom-planarity,topA,topB,topC,topD,topK,top-cx,top-cy,top-cz,top-planarity,rightA,rightB,rightC,rightD,rightK,right-cx,right-cy,right-cz,right-planarity,leftA,leftB,leftC,leftD,leftK,left-cx,left-cy,left-cz,left-planarity,heightFront,heightBack,heightRatio,lengthTop,lengthDown,lengthRatio,slopeBack,slopeFront,slopeDown,slopeSide,parallelismCos,parallelismTop,parallelismDown,parallelismRatio
20,20,0,4,1,0,0,2,24.3125,55,15.25,14.0625,47.625,19.875,19.75,20.1875,0.910355,0.413692,0.0105717,-0.523906,0.0274683,0.587294,-0.0261216,0.00622929,0.0655022,0.987752,-0.156011,0.00239709,0.647294,0.0111407,-0.656318,-0.00635141,-0.00232872,0.19715,-0.0307202,-0.999526,-0.00180957,0.166937,9.97018e-05,-0.0505276,0.168564,0.00268032,0.563808,0.00188806,-0.99999,0.00408144,-0.197024,6.98957e-06,0.00233423,-0.197068,-0.011489,0.38051,0.00429623,0.162476,0.986703,-0.269186,0.00215685,-0.0421373,-0.0155742,0.275562,0.446891,-0.00429708,-0.171479,0.985178,0.262984,0.00190736,-0.0482417,-0.0147645,-0.26972,0.434836,0.389333,0.381384,0.979582,1.35109,1.13308,0.838646,0.411996,0.157876,0.999468,0.166975,0.999962,1.02097,0.995978,0.975525,
21,21,2,2,2,0,0,2,24.625,55,15.1875,14.25,47.125,17.1875,21.9375,20.9375,0.875158,0.468681,-0.120155,-0.516863,0.0121972,0.590904,-0.0203619,-0.077169,0.0759804,0.9761,-0.148485,-0.158687,0.654625,0.00854104,-0.65333,-0.00277592,0.109159,0.0997151,-0.0278759,-0.999596,0.00560163,0.170022,0.000140944,-0.0352746,0.171148,0.0130368,0.634375,0.000553313,-0.999999,-0.00147056,-0.194829,4.12702e-06,0.00326259,-0.194799,-0.0191155,0.426374,0.123945,0.0935221,0.987872,-0.277102,0.00342187,0.0159423,-0.0189943,0.280302,0.0975293,0.177527,-0.106174,0.978372,0.262541,0.00604818,-0.0950989,-0.0178351,-0.253025,0.0957179,0.387787,0.396396,1.0222,1.37946,1.13649,0.823867,0.471614,0.150938,0.999596,0.101069,0.998505,0.878426,0.872541,0.9933,
22,22,0,4,1,0,0,2,23.1875,54.1875,15.25,14.3125,45.8125,19.5,19.9375,19.9375,0.894488,0.447039,0.00696627,-0.50355,0.0182474,0.573984,-0.0221329,0.00317965,0.075594,0.983935,-0.178286,0.00931497,0.636689,0.00945347,-0.648448,-0.00804,-0.00992837,0.257426,-0.0271005,-0.999629,0.00262527,0.169904,0.000189217,-0.0601058,0.171588,-0.00314611,0.505972,0.00110199,-0.999997,0.00229255,-0.196762,3.58937e-06,0.00329685,-0.196764,-0.00243841,0.356415,-0.0157145,0.129156,0.9915,-0.26367,0.00174253,-0.0545962,-0.0158401,0.267128,0.477528,-0.00954992,-0.136918,0.990536,0.260959,0.00175291,-0.0525496,-0.0172227,-0.26634,0.431851,0.390368,0.394479,1.01053,1.34375,1.09821,0.817271,0.446064,0.179378,0.999602,0.133047,0.999981,0.986464,0.969824,0.983132,
23,23,1,4,4,1,0,2,23.0625,54.0625,14.25,13.5625,51.125,18.875,21.5625,21.125,0.988585,0.150556,-0.00578167,-0.61207,0.0326659,0.621685,-0.0166799,0.00111519,0.0586735,0.998462,-0.0554027,0.00196819,0.647748,0.03316,-0.649146,-0.0073829,-0.00461046,0.0177665,-0.019226,-0.999814,0.00146968,0.164254,0.000119822,-0.0107246,0.164487,-0.00215294,0.631021,0.000221528,-1,-9.80574e-05,-0.180948,4.42887e-06,0.00757756,-0.180946,-0.0106607,0.433333,-0.00856469,0.0915824,0.995761,-0.267812,0.00538983,-0.0200923,-0.00907358,0.269613,0.152874,-0.000233559,-0.0785333,0.996912,0.269137,0.00546346,-0.0294755,-0.010985,-0.270843,0.162225,0.358216,0.337491,0.942144,1.3055,1.23505,0.946038,0.150339,0.055624,0.999811,0.0850595,0.999965,0.981047,0.972174,0.990955,
24,24,0,4,1,0,0,2,22.625,54.9375,13.125,12.125,48.3125,20.125,20.375,20.375,0.896667,0.442458,0.0148276,-0.525285,0.0172483,0.597615,-0.0240556,0.00455784,0.0637119,0.989587,-0.143157,0.0149711,0.657023,0.0112992,-0.665226,-0.00945246,-0.00513375,0.261905,-0.0304196,-0.999533,-0.00292188,0.144366,0.000179508,-0.0503822,0.145964,0.000791409,0.404642,-0.000117828,-0.999999,0.00110637,-0.166764,4.38577e-06,0.0345841,-0.166769,-0.000618425,0.369863,-0.0050547,0.127114,0.991875,-0.262179,0.00186235,-0.0468071,-0.0130239,0.265757,0.36703,-0.00853017,-0.135108,0.990794,0.260264,0.00197774,-0.0502727,-0.0144885,-0.26509,0.388456,0.334055,0.329364,0.985957,1.35608,1.16306,0.857665,0.442612,0.143057,0.999541,0.131114,0.999994,1.00829,0.989251,0.98112,
25,25,0,4,1,0,0,2,23.375,54.1875,14.875,13.9375,46.3125,20.375,20.5625,20.5625,0.895951,0.444123,0.00515836,-0.510412,0.0186916,0.580511,-0.0218943,0.00516417,0.0639269,0.984837,-0.173384,0.00579986,0.634044,0.010853,-0.645917,-0.0119723,0.000646284,0.253886,-0.0306433,-0.99953,5.86744e-05,0.168279,0.000127853,-0.0510433,0.169923,0.00409837,0.570539,0.000596372,-0.999999,0.00125411,-0.193243,6.61963e-06,0.0234423,-0.193232,-0.00233463,0.462626,-0.00198238,0.123074,0.992395,-0.269108,0.0018542,-0.04036,-0.0239279,0.274057,0.502216,-0.00233077,-0.120177,0.99275,0.266596,0.00187289,-0.0522659,-0.021737,-0.271297,0.459854,0.386589,0.386247,0.999116,1.34316,1.10511,0.822768,0.443594,0.173974,0.999512,0.121626,1,1.00114,0.984238,0.983122,
26,26,0,1,1,1,0,2,23.9375,53.4375,14.25,12.8125,49.5,19.9375,20.625,20.9375,0.973525,0.22833,0.0106872,-0.612079,0.0181781,0.634584,-0.0252526,0.00570439,0.0268817,0.996359,-0.0852509,0.00104831,0.646107,0.018376,-0.649497,-0.0120631,-0.00359206,0.0862069,-0.039337,-0.999156,0.0118205,0.149487,0.000424424,-0.0145696,0.150102,-0.00712339,0.208969,0.000944765,-0.999998,0.00174937,-0.179032,2.98295e-06,0.0226248,-0.178993,0.0107014,0.485929,-0.00930908,0.162309,0.986696,-0.271702,0.00295676,-0.0347928,-0.0162888,0.277717,0.095122,-0.00359143,-0.139705,0.990187,0.277315,0.00318996,-0.0286398,-0.0145715,-0.282224,0.0848708,0.355438,0.312692,0.879737,1.33439,1.23369,0.924535,0.227423,0.0861922,0.999188,0.151014,0.999983,0.988015,0.957798,0.969417,
27,27,0,1,1,0,0,2,23.6875,53.625,13.125,12.1875,45.4375,19.875,20.5625,20.1875,0.795849,0.605495,-0.00086359,-0.43962,0.00859774,0.570443,-0.0237235,0.00248962,0.224932,0.990921,-0.13442,-0.00259443,0.64454,0.0141789,-0.651179,-0.00533851,-0.00372728,0.243553,-0.0263066,-0.999639,0.00545744,0.142912,9.22679e-05,-0.0895559,0.145325,0.000849496,0.611957,0.00043815,-1,-0.000718788,-0.168097,5.06983e-06,0.00929446,-0.168096,0.00458915,0.4,-0.0060157,0.176414,0.984298,-0.264615,0.00226593,-0.0469579,-0.0193518,0.272018,0.419811,0.00233066,-0.167896,0.985802,0.265365,0.00227152,-0.0492464,-0.0255978,-0.27343,0.441441,0.330898,0.375519,1.13485,1.35335,1.08188,0.799406,0.605146,0.134855,0.999642,0.172156,0.999964,0.981306,0.961486,0.979803,
28,28,0,2,1,1,0,2,23.6875,54.75,14.4375,13.6875,48.4375,20.6875,20.875,20.875,0.892354,0.451319,-0.00383756,-0.535373,0.012896,0.613089,-0.0260505,-0.00978432,0.112941,0.996698,-0.0805032,-0.010588,0.656826,0.0161311,-0.660222,-0.0161032,0.00759832,0.139303,-0.0226852,-0.999742,-0.00130001,0.161088,0.000366518,-0.0486956,0.162231,0.00287637,0.314033,0.000964287,-0.999998,0.00200639,-0.188688,1.25686e-05,0.0133725,-0.188667,0.00411081,0.244851,0.0160353,0.133573,0.990909,-0.270784,0.00225826,-0.0358718,-0.020061,0.276553,0.173482,0.0197743,-0.127326,0.991664,0.272698,0.00205697,-0.0331411,-0.0194801,-0.27683,0.220049,0.366251,0.377975,1.03201,1.3694,1.16961,0.854109,0.450462,0.0814688,0.99972,0.130471,0.999993,0.991904,0.977695,0.985675,
29,29,0,1,1,0,0,2,22.1875,54.125,12.875,12.1875,46,19.25,19.6875,19.3125,0.787119,0.616402,-0.0222002,-0.461859,0.00730365,0.570504,0.0204507,-0.00895274,0.244648,0.996246,-0.0865293,0.00258598,0.658734,0.017372,-0.661871,-0.00769782,-0.00527315,0.216216,0.0118741,-0.999444,0.0311719,0.165524,6.82264e-05,-0.0801656,0.164051,-0.0196429,0.696347,0.0325939,-0.999012,0.0302026,-0.146267,7.65872e-06,0.022008,-0.145542,0.00501828,0.539405,-0.00476869,0.179901,0.983673,-0.249526,0.00215092,-0.0606187,0.0161292,0.250424,0.412052,0.00360719,-0.0823072,0.9966,0.263962,0.00258523,-0.0322225,-0.00184339,-0.264898,0.373437,0.327512,0.374773,1.1443,1.36052,1.10039,0.808796,0.590553,0.11897,0.999785,0.131241,0.999964,1.00044,0.987738,0.9873,
30,30,0,2,1,1,0,2,23.5625,54.625,15.5,14.125,48,20.125,20.8125,20.6875,0.882806,0.469734,-0.0020722,-0.517974,0.0121115,0.60827,-0.0404967,-0.00595838,0.0731707,0.996185,-0.0872306,0.00260168,0.656529,0.0141414,-0.660561,-0.0172605,0.00243201,0.116788,-0.0408876,-0.999148,0.00561704,0.161603,0.000991501,-0.052967,0.163898,-0.00191375,0.0919881,0.000566383,-0.999998,0.00193034,-0.201492,5.56478e-06,0.00254721,-0.201496,-0.00250681,0.178503,0.00491753,0.142091,0.989841,-0.267162,0.00214568,-0.0485811,-0.0216935,0.27326,0.331572,0.00998948,-0.140918,0.989971,0.266142,0.00220387,-0.0504959,-0.0284145,-0.272373,0.342742,0.391424,0.38727,0.989388,1.37051,1.15541,0.843054,0.469235,0.0877952,0.99914,0.141509,0.999987,0.988686,0.961232,0.972232,
31,31,0,4,1,0,0,1,23.9375,48.3125,15.5,14.6875,40.8125,20.625,21.125,21.1875,0.907527,0.419969,-0.00452128,-0.448391,0.019405,0.501797,-0.0167,-0.00221031,0.0623701,0.987925,-0.154119,-0.0158302,0.569518,0.0101972,-0.577579,-0.00772755,0.00655734,0.284264,-0.0327801,-0.999448,-0.0054108,0.181066,0.000139468,-0.0543013,0.182918,0.00546123,0.654126,-0.00154181,-0.999997,-0.00202677,-0.198367,4.40308e-06,0.0331798,-0.198416,-0.00148014,0.529825,0.0103256,0.106331,0.994277,-0.275619,0.00290259,-0.0459859,-0.00716295,0.278449,0.429907,0.00471283,-0.116822,0.993142,0.273364,0.00256357,-0.0471933,-0.00960192,-0.276157,0.45625,0.401262,0.404147,1.00719,1.19351,0.962432,0.806387,0.421372,0.152615,0.999512,0.111581,0.999984,1.01068,0.996807,0.986277,
32,32,0,2,1,1,0,2,23.3125,53.875,14.75,14,46.9375,20.75,21.5625,21.25,0.889599,0.456737,0.00233203,-0.507634,0.0149966,0.583382,-0.0248307,-0.000235713,0.0620843,0.9921,-0.125453,0.00024177,0.655206,0.010011,-0.661344,-0.00728819,-0.00576649,0.0735294,-0.0268697,-0.999639,0.000397389,0.163964,0.000136174,-0.0563196,0.165535,-0.00522452,0.559375,4.40179e-05,-0.999999,-0.0010866,-0.193442,7.90832e-06,0.0272559,-0.193448,0.00620798,0.565392,0.00150105,0.0839465,0.996469,-0.270707,0.00164211,-0.0485954,-0.0133842,0.272867,0.122475,-0.00376875,-0.0809841,0.996708,0.280142,0.00164951,-0.0424523,-0.019664,-0.282825,0.109554,0.377607,0.386884,1.02457,1.35483,1.13116,0.834912,0.456699,0.125496,0.999638,0.0824655,0.999986,1.01234,1.00181,0.989592,
33,33,0,2,2,1,0,2,23.25,54.5625,14.25,13.75,52.0625,22,21.9375,21.8125,0.992965,0.118145,0.00785744,-0.646275,0.0202892,0.653179,-0.0201579,0.00923443,0.103359,0.998571,-0.0533193,0.00367679,0.656619,0.0210333,-0.657916,-0.0069896,-0.00444537,0.0767442,-0.0178676,-0.999837,0.00252667,0.163093,0.000164463,-0.00868827,0.163277,0.00105522,0.556578,-0.000652887,-0.999999,-0.00139324,-0.1838,6.75961e-06,-0.000991003,-0.183793,-0.00416002,0.55706,-0.00338927,0.0627751,0.998022,-0.275821,0.00308993,-0.0109738,-0.00882523,0.276885,0.169533,-0.0142162,-0.0703187,0.997423,0.273122,0.00321194,-0.0120032,-0.00751484,-0.274529,0.122166,0.358563,0.338452,0.94391,1.34011,1.2812,0.956044,0.118796,0.0526677,0.999852,0.0665509,0.999941,1.02544,1.02077,0.995445,
34,34,0,2,1,0,0,2,22.625,55,14.25,13.25,47.75,19.3125,19.5625,19.4375,0.904227,0.426875,0.0122833,-0.53633,0.00945182,0.60445,-0.0242061,0.00834942,0.0881612,0.988724,-0.149586,0.00697982,0.661148,0.00688751,-0.670532,-0.0124742,-0.00620857,0.334232,-0.0263843,-0.999642,-0.00442082,0.160522,0.000179721,-0.0490665,0.161887,-0.00279939,0.406316,0.00106558,-0.999995,0.00301041,-0.183433,6.50525e-06,0.0135714,-0.183412,0.00240718,0.43619,-0.0204009,0.131199,0.991146,-0.258667,0.000767533,-0.0562082,-0.0183773,0.262253,0.479549,-0.0103308,-0.125501,0.99204,0.25852,0.000768949,-0.0633923,-0.0113808,-0.262694,0.464342,0.365886,0.364253,0.995536,1.37588,1.16606,0.847507,0.425943,0.150643,0.999623,0.128367,0.999948,0.976428,0.959449,0.982611,
35,35,0,2,1,0,0,2,23.0625,53.3125,15.4375,14.0625,43.375,19.375,19.625,19.5,0.830334,0.557217,-0.00744721,-0.445544,0.00770923,0.553468,-0.0252048,-0.00348688,0.0820399,0.982138,-0.188156,-0.00115746,0.627051,0.00827832,-0.639747,-0.00671921,-0.00423906,0.214976,-0.0286669,-0.999588,-0.00132344,0.168268,0.000303135,-0.0734703,0.170453,-0.00647764,0.358402,0.00163429,-0.999997,0.00204281,-0.197625,4.56916e-06,0.00321361,-0.197677,-0.0276961,0.347826,-0.00679254,0.136785,0.990577,-0.258522,0.000842696,-0.0694812,-0.017281,0.262891,0.521978,-0.00138213,-0.138322,0.990386,0.266428,0.000657059,-0.0732217,-0.0166492,-0.271441,0.531947,0.391373,0.424507,1.08466,1.34501,1.03524,0.769689,0.555874,0.189761,0.999541,0.137555,0.999985,0.988504,0.971499,0.982798,
36,36,0,4,1,0,0,2,23.25,54.875,15.375,14.25,46.625,19.875,20.125,20.1875,0.86928,0.494315,0.00210949,-0.495308,0.0218927,0.579763,-0.0175563,0.00475976,0.050885,0.986121,-0.164981,0.0186177,0.644457,0.018363,-0.654788,-0.00891539,-0.0121827,0.194379,-0.0294331,-0.999553,0.0052206,0.176317,0.000290371,-0.0620559,0.178189,-0.006367,0.405172,0.00712614,-0.999916,0.0107823,-0.189258,2.96776e-05,0.051952,-0.188945,-0.00384029,0.35914,-0.0157953,0.127681,0.99169,-0.262525,0.00307459,-0.0542012,-0.0113147,0.265319,0.444862,-0.0170589,-0.115318,0.993182,0.266895,0.00305711,-0.0556743,-0.0158927,-0.271529,0.441718,0.394308,0.398886,1.01161,1.36062,1.09879,0.807566,0.488109,0.172034,0.999332,0.121517,0.999999,1.00712,0.98671,0.979737,
37,37,0,4,1,0,0,1,24.125,48.125,14.8125,14,38.3125,19.5,19.875,19.9375,0.807933,0.589236,0.00672577,-0.359851,0.0197202,0.458533,-0.018038,0.00237848,0.0730689,0.995903,-0.0899692,0.00911553,0.579165,0.0108006,-0.581864,-0.00402096,-0.00521002,0.267857,-0.0322041,-0.999478,0.00274697,0.16986,0.000106787,-0.105769,0.173364,0.00251752,0.684499,0.00138351,-0.999997,0.00180359,-0.190498,2.9771e-06,0.0286504,-0.190447,0.00624556,0.705996,0.00929328,0.164016,0.986414,-0.259547,0.00386206,-0.0508874,-0.0162004,0.266295,0.381729,-0.0170947,-0.15608,0.987596,0.258801,0.00402406,-0.0554332,-0.0140186,-0.265227,0.33719,0.381009,0.431988,1.1338,1.18254,0.894175,0.756149,0.588131,0.0913508,0.999436,0.160064,0.999643,1.05628,1.03131,0.976359,
38,38,0,1,1,1,0,2,24,55.875,13.8125,13.3125,53.25,21.4375,21.375,21.4375,0.995563,0.094064,-0.00229802,-0.674999,0.0123651,0.67948,-0.0155234,0.0028477,0.243478,0.995751,-0.0919883,-0.00420082,0.675592,0.0114299,-0.678922,-0.00499509,0.00332376,0.229765,-0.0172954,-0.999849,-0.00171191,0.160263,0.000298096,4.17562e-06,0.160283,0.00191055,0.316344,-0.00122343,-0.999997,-0.00201374,-0.176602,1.44611e-06,-0.0286349,-0.176551,-0.00813459,0.318841,0.00051587,0.117683,0.993051,-0.278146,0.00170704,-0.0110893,-0.00447985,0.280629,0.413233,0.000151192,-0.133133,0.991098,0.276633,0.00163457,-0.0102465,-0.00429556,-0.279693,0.314837,0.348988,0.327712,0.939036,1.38948,1.32675,0.95485,0.0952822,0.0907708,0.999871,0.12541,1,1.00014,0.98981,0.989674,
39,39,0,1,1,1,0,2,23.1875,54.5625,13.4375,12.6875,51.25,21.1875,21.6875,21.6875,0.982491,0.185831,-0.0133423,-0.640514,0.0155548,0.654809,-0.0151183,0.00153371,0.118841,0.994492,-0.104403,0.0092207,0.652811,0.0198577,-0.656413,1.79399e-05,-0.00120684,0.107692,-0.0230046,-0.999735,0.00125852,0.147574,0.00038218,-0.00738801,0.147785,0.00148243,0.343608,-1.22355e-05,-0.999999,0.00152601,-0.171152,8.28181e-06,-0.0104836,-0.171184,-0.0210911,0.386412,-0.00738011,0.0936392,0.995579,-0.278941,0.00274855,-0.0226345,-0.0152807,0.281449,0.102464,0.000726879,-0.0835195,0.996506,0.273185,0.00286795,-0.0164069,-0.00812651,-0.274812,0.151358,0.335305,0.309752,0.923792,1.3588,1.26652,0.93209,0.18586,0.104396,0.999736,0.0885812,0.999967,0.981136,0.970963,0.989631,
40,40,0,4,1,0,0,2,23.4375,52.75,17.1875,16.5,41.4375,18.0625,18.375,18.1875,0.848097,0.529778,0.00817914,-0.429065,0.0184203,0.521438,-0.0249778,0.00819253,0.0250482,0.988238,-0.152517,0.0111431,0.619925,0.0154596,-0.629779,-0.0173031,-0.01726,0.217978,-0.0246144,-0.999654,-0.00924537,0.198302,0.000562509,-0.100041,0.200885,-0.005584,0.202997,0.000148111,-0.999999,0.00126221,-0.218931,7.77841e-06,0.0574928,-0.218922,0.000175554,0.507277,-0.00976027,0.178961,0.983808,-0.241095,0.00406243,-0.0405713,-0.0221387,0.248688,0.375435,-0.0296293,-0.168512,0.985254,0.249429,0.00380836,-0.055933,-0.0247955,-0.259085,0.377336,0.437324,0.480618,1.099,1.3037,0.982674,0.753758,0.52967,0.152673,0.999693,0.173779,0.999797,1.04683,1.0263,0.980391,
41,41,0,1,1,1,0,1,22.375,49.1875,14,13.375,44.875,18.6875,19.0625,19.1875,0.970589,0.240741,0.000683726,-0.566089,0.00906146,0.587367,-0.0166321,0.00186497,0.0828877,0.995408,-0.0957216,-0.001103,0.59853,0.0100503,-0.6023,-0.0105047,0.00186006,0.0519481,-0.0196299,-0.999741,0.0115095,0.162657,0.000233985,-0.0124722,0.162921,-0.00197946,0.430751,-0.000200502,-1,-0.000184594,-0.179254,1.60661e-06,-0.00809903,-0.179252,-0.00178596,0.58952,-0.00197397,0.162142,0.986765,-0.259488,0.00172785,-0.00862742,-0.00198725,0.263277,0.129723,0.00233181,-0.145618,0.989338,0.262225,0.00196851,-0.018061,-0.00347742,-0.26552,0.075718,0.35492,0.341389,0.961875,1.24625,1.13032,0.906977,0.240935,0.0955221,0.999811,0.15388,0.999991,0.990611,0.975492,0.984738,
42,42,1,1,2,1,0,2,23.1875,53.375,15.3125,14.8125,47.75,18.375,21.375,19.75,0.958388,0.285467,0.000646397,-0.585851,0.00646838,0.615649,-0.0146407,-0.00187713,0.13089,0.988504,-0.15119,0.00125429,0.628036,0.016889,-0.636291,-0.00622193,-0.000122702,0.0952381,-0.0129903,-0.999915,0.000741304,0.177684,0.000383983,-0.0216421,0.177979,-0.00128562,0.248967,0.00179034,-0.999989,0.00431685,-0.196081,1.21487e-05,-0.00632324,-0.196097,-0.000653801,0.467681,-0.00948333,0.0915861,0.995752,-0.261533,0.00364032,-0.0176858,-0.0130781,0.263683,0.0615199,0.00793853,-0.0680062,0.997653,0.261135,0.00360142,-0.0237491,-0.0113388,-0.262333,0.113184,0.387326,0.381171,0.984109,1.33485,1.16758,0.874692,0.283751,0.15296,0.999891,0.0798026,0.999847,0.959543,0.954947,0.99521,
43,43,0,1,1,1,0,1,21.9375,50.0625,13.9375,13.3125,47.3125,19.3125,19.4375,19.4375,0.993992,0.10944,-0.00187853,-0.600174,0.015104,0.605094,-0.0118529,-0.0072127,0.119186,0.995804,-0.0909409,-0.01024,0.604191,0.014022,-0.607212,-0.00524914,0.00044467,0.0888889,-0.0151992,-0.999884,0.000824304,0.162,0.000282843,0.00152368,0.161996,0.000380319,0.349345,6.94201e-05,-1,-0.000169996,-0.17739,3.27382e-06,-0.00675091,-0.17739,-0.0071549,0.469298,0.00818601,0.113536,0.9935,-0.254041,0.00215469,-0.000731198,-0.00840562,0.25667,0.239569,0.00854619,-0.104716,0.994465,0.254871,0.00192641,-0.0170458,-0.00943322,-0.257136,0.467719,0.349895,0.332438,0.950107,1.24625,1.17819,0.945394,0.109371,0.0910148,0.999883,0.10913,1,0.999215,0.990889,0.991668,
44,44,0,4,1,0,0,2,22.4375,54.625,13.125,11.75,48,19.25,19.875,19.6875,0.875439,0.483328,-0.00030755,-0.503536,0.0239914,0.591001,-0.0286526,0.00382366,0.0661157,0.987366,-0.158454,-0.000310324,0.645848,0.0203263,-0.656208,-0.0130539,-0.0043523,0.197708,-0.0347534,-0.99938,-0.00564807,0.137227,0.000251314,-0.0584359,0.139339,0.00101086,0.46213,-0.000169146,-1,0.000487918,-0.17,2.39581e-06,0.0203529,-0.170004,-0.000979723,0.474409,-0.00881353,0.150451,0.988578,-0.253352,0.0029217,-0.0518622,-0.0172251,0.258438,0.416079,-0.00993798,-0.141102,0.989945,0.253775,0.00274821,-0.0597076,-0.0149756,-0.259086,0.355623,0.333308,0.330921,0.99284,1.35054,1.13847,0.842974,0.483476,0.158287,0.999402,0.145783,0.999999,1.00259,0.978142,0.975618,
45,45,0,2,1,0,0,2,23.4375,53.0625,15.0625,14.5625,43.4375,18.125,18.25,18.3125,0.842092,0.539302,0.00585471,-0.456394,0.0118382,0.561012,-0.0299149,0.0176911,0.0541176,0.97953,-0.2013,-0.000316749,0.618705,0.0126409,-0.634026,-0.0116732,0.0247304,0.118987,-0.0249996,-0.999677,0.00449786,0.170031,0.000797059,-0.0644938,0.171789,0.0200932,0.174404,-0.00124168,-0.999997,-0.00200606,-0.192553,6.62017e-06,0.0234627,-0.192639,0.0279813,0.605485,0.00625249,0.226056,0.974094,-0.26948,0.00229501,-0.0531959,-0.0113988,0.279634,0.209816,0.0014176,-0.227266,0.973832,0.228003,0.0024282,-0.0521375,-0.0176217,-0.238166,0.161404,0.38468,0.418704,1.08845,1.33677,1.03384,0.773386,0.540357,0.200084,0.999718,0.226663,0.999988,1.00978,0.984006,0.974475,
46,46,0,4,1,0,0,2,23.9375,54.6875,15.25,14.25,46.4375,19.6875,20.5,20.1875,0.882166,0.470902,-0.00587946,-0.520868,0.0210091,0.605359,-0.027573,0.0297735,0.0541761,0.98484,-0.173437,-0.00327886,0.614736,0.0171866,-0.626533,-0.0139601,0.0375384,0.214623,-0.0311359,-0.999506,0.00421778,0.168767,0.000197719,-0.0316794,0.169992,0.0366317,0.553746,-0.00148292,-0.999998,-0.00129048,-0.195008,0.000151586,0.0663336,-0.195108,0.00139683,0.343891,0.00149515,0.13734,0.990523,-0.301203,0.00310117,-0.0294558,-0.0157804,0.306318,0.413972,-0.00071808,-0.113549,0.993532,0.233183,0.00348088,-0.0273815,-0.00935084,-0.23579,0.405263,0.387379,0.395899,1.02199,1.35361,1.10054,0.813036,0.472218,0.171977,0.99956,0.125442,0.999997,1.00426,0.987547,0.983355,
47,47,2,2,2,0,0,2,23.1875,54.3125,12.875,11.875,47.5,16.75,20.5,20.8125,0.875705,0.48265,-0.0138101,-0.518048,0.00754505,0.603795,-0.0224832,-0.0110849,0.113372,0.983103,-0.181833,-0.0210935,0.643759,0.00912049,-0.656168,-0.00816742,0.00777754,0.180887,-0.0314533,-0.999478,-0.0073609,0.139321,0.000207388,-0.0277055,0.140252,0.00177633,0.430998,-2.4154e-05,-0.999999,-0.0012223,-0.167365,3.88558e-06,-0.0231243,-0.16735,-0.0123908,0.531062,-0.0316707,0.136267,0.990166,-0.258448,0.0025235,-0.0396046,-0.0219821,0.262774,0.209749,0.0537347,-0.137299,0.989071,0.260496,0.00204267,-0.0495452,-0.0187753,-0.263289,0.230769,0.331916,0.331499,0.998745,1.36941,1.14962,0.839499,0.482717,0.18185,0.999506,0.136916,0.996283,0.812319,0.796224,0.980185,
48,48,0,1,1,1,0,2,25.375,53,13.625,13,49.625,22.1875,22.375,22.3125,0.990363,0.137252,0.018535,-0.639654,0.00709345,0.646521,-0.00624171,0.0119213,0.0742706,0.989878,-0.14142,0.0119515,0.643963,0.00826533,-0.650693,-0.00179028,-0.00925319,0.1,-0.0118578,-0.999922,-0.00388061,0.158546,8.60824e-05,-0.00158999,0.158559,0.00460776,0.623753,0.00180277,-0.999994,0.0029855,-0.174983,5.46301e-06,0.0397612,-0.174989,-0.0256951,0.331155,-0.00762235,0.148133,0.988938,-0.299529,0.0012287,-0.000175488,4.08164e-05,0.302872,0.153471,-0.00651231,-0.145352,0.989358,0.296672,0.00123922,-0.0163649,-0.00706327,-0.301008,0.160048,0.345689,0.327987,0.948792,1.34556,1.25174,0.930274,0.13549,0.143215,0.999907,0.146747,0.999999,0.998739,0.989531,0.990781,
49,49,1,2,2,1,0,2,23.1875,53.875,13.375,12.8125,46.375,17.4375,19.6875,19.1875,0.872319,0.488549,0.0194753,-0.507783,0.0170829,0.590184,-0.014786,0.00912279,0.0233161,0.986942,-0.161065,0.00174844,0.636963,0.0149488,-0.647199,-0.011039,0.00363074,0.0597015,-0.0147708,-0.99989,-0.00116009,0.152529,0.000405649,-0.0402541,0.153135,0.00446014,0.275823,0.000224601,-0.999997,0.00250771,-0.169856,5.88388e-06,0.0124498,-0.169866,-0.00489199,0.592233,-0.00958684,0.167646,0.985801,-0.259903,0.003053,-0.0290913,-0.0119392,0.265394,0.133848,0.000355019,-0.176718,0.984261,0.251343,0.00330969,-0.0340736,-0.00868188,-0.256908,0.0900783,0.336089,0.360854,1.07368,1.35015,1.1198,0.829389,0.488445,0.161287,0.999888,0.172183,0.999949,0.976748,0.963781,0.986724,
